,population_den,Area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
"Block Group 1, Census Tract 9602.02, Marion County, Arkansas",113.20,17.01,0.49,0.44,452,0.47,0.00,0.28,0.03,0.60,0.20,0.48,0.81,0.30,0.18,0.61,0.10,0.15,1985.00,0.52,0.07,0.06,0.00
"Block Group 2, Census Tract 9602.02, Marion County, Arkansas",42.50,14.02,0.46,0.33,233,0.51,0.00,0.22,0.00,0.71,0.29,0.55,0.84,0.30,0.21,0.70,0.10,0.17,1986.00,0.79,0.00,0.03,0.00
"Block Group 3, Census Tract 9602.02, Marion County, Arkansas",51.20,20.10,0.53,0.52,312,0.46,0.00,0.24,0.03,0.46,0.25,0.48,0.76,0.24,0.26,0.74,0.10,0.34,1985.00,0.54,0.23,0.12,0.00
"Block Group 1, Census Tract 9603.01, Marion County, Arkansas",25.20,39.16,0.50,0.00,420,0.53,0.00,0.28,0.03,0.55,0.27,0.27,0.88,0.19,0.31,0.71,0.24,0.16,1985.00,0.77,,0.19,0.00
"Block Group 2, Census Tract 9603.01, Marion County, Arkansas",29.50,33.15,0.51,,306,0.41,0.00,0.37,0.02,0.19,0.20,0.25,0.59,0.11,0.32,0.47,0.20,0.07,1991.00,0.18,0.59,0.44,0.00
"Block Group 3, Census Tract 9603.01, Marion County, Arkansas",11.10,50.18,0.55,,233,0.77,0.00,0.21,0.00,0.31,0.40,1.00,0.75,0.29,0.14,0.65,0.05,0.37,1987.00,0.76,0.36,0.33,0.00
"Block Group 1, Census Tract 9603.02, Marion County, Arkansas",30.50,31.91,0.46,1.00,375,0.58,0.00,0.30,0.00,0.30,0.50,0.47,0.72,0.15,0.15,0.71,0.03,0.26,1980.00,0.60,0.32,0.30,0.00
"Block Group 2, Census Tract 9603.02, Marion County, Arkansas",477.10,1.68,0.55,0.30,240,0.54,0.00,0.29,0.01,0.52,0.43,0.17,0.87,0.19,0.16,0.50,0.05,0.27,1984.00,0.83,0.19,0.42,0.02
"Block Group 3, Census Tract 9603.02, Marion County, Arkansas",155.50,6.18,0.48,0.11,311,0.50,0.00,0.21,0.09,0.44,0.19,0.52,0.91,0.35,0.20,0.82,0.09,0.20,1981.00,0.68,0.00,0.09,0.00
"Block Group 4, Census Tract 9603.02, Marion County, Arkansas",240.00,1.67,0.54,0.00,134,0.37,0.00,0.40,0.03,0.39,0.37,0.37,0.65,0.07,0.05,0.44,0.06,0.27,1986.00,0.84,0.37,0.22,0.00
"Block Group 1, Census Tract 201, Miller County, Arkansas",1625.60,0.68,0.66,0.72,187,0.62,0.00,0.33,0.03,0.39,0.10,0.29,0.65,0.33,0.20,0.58,0.07,0.07,1988.00,0.76,0.11,0.34,0.00
"Block Group 2, Census Tract 201, Miller County, Arkansas",4154.80,0.31,0.47,0.61,164,0.49,0.00,0.14,0.00,0.43,0.10,0.67,0.91,0.18,0.35,0.68,0.00,0.07,1971.00,0.60,0.05,0.12,0.00
"Block Group 3, Census Tract 201, Miller County, Arkansas",814.00,0.25,0.63,,122,0.55,0.00,0.39,0.00,0.29,0.48,0.24,0.58,0.00,0.08,0.44,0.09,0.16,1955.00,0.13,0.47,0.00,0.00
"Block Group 4, Census Tract 201, Miller County, Arkansas",5105.10,0.15,0.51,0.56,87,0.31,0.00,0.32,0.00,0.70,0.08,0.46,0.82,0.41,0.31,0.49,0.12,0.05,1976.00,0.50,0.17,0.12,0.00
"Block Group 1, Census Tract 202, Miller County, Arkansas",4563.60,0.19,0.57,0.69,150,0.46,0.00,0.20,0.00,0.64,0.31,0.39,0.64,0.34,0.25,0.70,0.08,0.08,1965.00,0.41,0.40,0.27,0.00
"Block Group 2, Census Tract 202, Miller County, Arkansas",5429.10,0.20,0.42,0.51,82,0.41,0.00,0.20,0.07,0.10,0.04,0.34,0.81,0.34,0.29,0.93,0.09,0.04,1960.00,0.58,0.14,0.16,0.00
"Block Group 3, Census Tract 202, Miller County, Arkansas",2384.90,0.21,0.49,0.24,60,0.42,0.00,0.38,0.02,0.38,0.08,0.42,0.68,0.59,0.51,0.50,0.05,0.00,1952.00,0.25,0.19,0.08,0.00
"Block Group 4, Census Tract 202, Miller County, Arkansas",2912.10,0.20,0.58,0.23,211,0.85,0.00,0.24,0.01,0.68,0.18,0.61,0.72,0.23,0.13,0.53,0.16,0.04,0.00,0.22,0.38,0.14,0.00
"Block Group 1, Census Tract 204, Miller County, Arkansas",1257.70,0.90,0.27,0.67,79,0.39,1.00,0.31,0.01,0.18,0.07,0.43,0.57,0.24,0.39,0.52,0.10,0.03,1953.00,0.79,0.40,0.09,0.00
"Block Group 2, Census Tract 204, Miller County, Arkansas",1731.00,0.35,0.34,1.00,138,0.27,0.00,0.25,0.07,0.33,0.25,0.25,0.77,0.24,0.43,0.54,0.09,0.05,1967.00,0.44,0.08,0.25,0.00
"Block Group 3, Census Tract 204, Miller County, Arkansas",920.80,1.15,0.57,0.89,146,0.47,0.00,0.53,0.15,0.32,0.11,0.32,0.56,0.39,0.12,0.61,0.04,0.17,1984.00,0.69,0.15,0.05,0.00
"Block Group 1, Census Tract 205, Miller County, Arkansas",1437.90,0.25,0.49,0.91,90,0.18,0.00,0.49,0.27,0.51,0.12,0.71,0.70,0.27,0.10,0.69,0.00,0.12,1958.00,0.31,0.00,0.00,0.00
"Block Group 2, Census Tract 205, Miller County, Arkansas",898.00,2.04,0.52,0.47,388,0.24,0.02,0.30,0.20,0.37,0.10,0.21,0.61,0.38,0.32,0.61,0.09,0.04,1960.00,0.35,0.12,0.23,0.00
"Block Group 1, Census Tract 206, Miller County, Arkansas",1391.60,0.27,0.87,0.90,55,0.50,0.00,0.37,0.00,0.07,0.26,0.00,0.60,0.31,0.11,0.56,0.00,0.00,1960.00,0.23,0.09,0.00,0.00
"Block Group 2, Census Tract 206, Miller County, Arkansas",3507.10,0.44,0.62,0.77,21,0.41,0.00,0.28,0.06,0.14,0.05,0.27,0.56,0.42,0.18,0.55,0.00,0.01,2002.00,0.82,0.22,0.22,0.00
"Block Group 3, Census Tract 206, Miller County, Arkansas",840.10,0.39,0.57,1.00,42,0.29,0.00,0.36,0.00,0.05,0.22,0.11,0.45,0.03,0.16,0.42,0.04,0.00,1964.00,0.42,0.21,0.17,0.00
"Block Group 1, Census Tract 207.01, Miller County, Arkansas",2246.10,0.84,0.54,0.45,616,0.46,0.00,0.19,0.02,0.56,0.49,0.66,0.95,0.26,0.16,0.77,0.09,0.26,1977.00,0.35,0.13,0.21,0.00
"Block Group 2, Census Tract 207.01, Miller County, Arkansas",3184.60,0.64,0.50,0.79,532,0.65,0.00,0.30,0.05,0.52,0.25,0.62,0.71,0.28,0.21,0.51,0.03,0.19,1979.00,0.46,0.29,0.10,0.00
"Block Group 1, Census Tract 207.02, Miller County, Arkansas",1149.50,1.61,0.56,0.74,275,0.54,0.00,0.23,0.02,0.34,0.23,0.54,0.59,0.31,0.26,0.50,0.05,0.08,1979.00,0.77,0.45,0.19,0.00
"Block Group 2, Census Tract 207.02, Miller County, Arkansas",2299.20,0.66,0.59,0.75,316,0.62,0.00,0.26,0.07,0.55,0.23,0.50,0.86,0.17,0.28,0.56,0.05,0.14,1976.00,0.51,0.13,0.08,0.00
"Block Group 1, Census Tract 208.01, Miller County, Arkansas",839.00,2.37,0.46,0.24,476,0.74,0.00,0.13,0.07,0.67,0.31,0.52,0.95,0.36,0.22,0.66,0.02,0.24,1996.00,0.62,0.27,0.11,0.00
"Block Group 2, Census Tract 208.01, Miller County, Arkansas",180.90,3.86,0.45,0.71,168,0.63,0.00,0.37,0.00,0.47,0.24,0.30,0.93,0.30,0.17,0.67,0.22,0.33,1994.00,0.39,0.00,0.14,0.00
"Block Group 1, Census Tract 208.02, Miller County, Arkansas",236.50,5.77,0.60,0.42,585,0.50,0.00,0.39,0.02,0.49,0.33,0.42,0.85,0.26,0.29,0.58,0.15,0.20,1999.00,0.52,0.00,0.00,0.00
"Block Group 2, Census Tract 208.02, Miller County, Arkansas",261.90,3.68,0.53,0.10,279,0.42,0.00,0.17,0.02,0.64,0.17,0.06,0.94,0.49,0.30,0.91,0.32,0.23,1970.00,0.29,0.00,0.00,0.00
"Block Group 3, Census Tract 208.02, Miller County, Arkansas",56.70,3.32,0.41,0.88,75,0.27,0.00,0.73,0.00,0.65,0.00,0.25,0.83,0.49,0.51,0.59,0.16,0.00,1986.00,0.68,0.00,0.09,0.00
"Block Group 1, Census Tract 209.01, Miller County, Arkansas",5.70,202.57,0.43,0.15,393,0.40,0.00,0.17,0.00,0.27,0.11,0.64,0.78,0.29,0.24,0.61,0.16,0.15,1984.00,0.63,0.07,0.10,0.00
"Block Group 2, Census Tract 209.01, Miller County, Arkansas",129.80,6.55,0.50,0.00,354,0.82,0.00,0.15,0.00,0.34,0.35,0.67,0.92,0.27,0.36,0.65,0.00,0.37,1994.00,0.33,,0.09,0.00
"Block Group 1, Census Tract 209.02, Miller County, Arkansas",95.70,11.60,0.50,0.00,372,0.45,0.00,0.22,0.08,0.27,0.39,0.32,0.87,0.34,0.18,0.83,0.16,0.31,1987.00,0.79,0.00,0.03,0.00
"Block Group 2, Census Tract 209.02, Miller County, Arkansas",148.80,13.21,0.46,0.36,578,0.67,0.00,0.32,0.02,0.55,0.19,0.46,0.83,0.30,0.24,0.72,0.02,0.20,1991.00,0.70,0.28,0.02,0.00
"Block Group 3, Census Tract 209.02, Miller County, Arkansas",166.90,20.37,0.43,0.54,956,0.51,0.00,0.36,0.00,0.51,0.32,0.29,0.90,0.56,0.20,0.72,0.06,0.14,2001.00,0.91,0.00,0.02,0.00
"Block Group 1, Census Tract 210.01, Miller County, Arkansas",156.90,8.89,0.47,0.56,361,0.60,0.00,0.21,0.00,0.44,0.17,0.70,0.87,0.34,0.30,0.91,0.23,0.00,1993.00,0.36,0.23,0.00,0.00
"Block Group 2, Census Tract 210.01, Miller County, Arkansas",17.80,40.39,0.42,0.00,308,0.59,0.00,0.48,0.02,0.34,0.19,0.57,0.46,0.18,0.23,0.44,0.00,0.04,1971.00,0.75,0.00,0.00,0.00
"Block Group 3, Census Tract 210.01, Miller County, Arkansas",6.20,70.21,0.41,0.00,128,0.86,0.00,0.03,0.00,0.36,0.27,0.24,0.90,0.34,0.14,0.90,0.00,0.00,1991.00,0.63,,0.35,0.00
"Block Group 4, Census Tract 210.01, Miller County, Arkansas",14.80,73.06,0.66,0.48,427,0.14,0.00,0.15,0.02,0.10,0.20,0.74,0.82,0.58,0.29,0.72,0.00,0.03,1969.00,0.40,,0.00,0.00
"Block Group 1, Census Tract 210.02, Miller County, Arkansas",31.50,41.23,0.40,0.59,317,0.56,0.00,0.24,0.05,0.47,0.17,0.63,0.93,0.60,0.32,0.83,0.00,0.03,1994.00,0.88,0.00,0.04,0.00
"Block Group 2, Census Tract 210.02, Miller County, Arkansas",76.20,16.58,0.47,0.15,449,0.64,0.00,0.12,0.03,0.63,0.12,0.67,0.89,0.67,0.46,0.89,0.03,0.06,1989.00,0.88,0.00,0.13,0.00
"Block Group 3, Census Tract 210.02, Miller County, Arkansas",124.60,8.28,0.56,0.47,225,0.48,0.04,0.27,0.05,0.11,0.21,0.28,0.74,0.42,0.23,0.62,0.14,0.11,1971.00,0.61,0.13,0.32,0.00
"Block Group 4, Census Tract 210.02, Miller County, Arkansas",12.80,78.62,0.48,0.00,335,0.33,0.00,0.16,0.04,0.27,0.34,0.41,0.86,0.45,0.31,0.75,0.04,0.21,1991.00,0.65,,0.08,0.00
"Block Group 1, Census Tract 9800, Miller County, Arkansas",2.90,1.70,1.00,,5,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00, ,0.00,,0.00,0.00
"Block Group 1, Census Tract 101, Mississippi County, Arkansas",3182.90,0.19,0.49,1.00,105,0.30,0.00,0.43,0.21,0.35,0.03,0.44,0.47,0.71,0.15,0.87,0.00,0.00,1969.00,0.00,0.86,0.11,0.00
"Block Group 2, Census Tract 101, Mississippi County, Arkansas",586.70,0.60,0.54,0.47,3,0.25,0.00,0.54,0.13,0.00,0.49,0.00,0.59,0.49,0.26,0.80,0.00,0.17,1964.00,0.10,0.00,0.39,0.00
"Block Group 3, Census Tract 101, Mississippi County, Arkansas",1196.00,0.59,0.62,1.00,67,0.43,0.00,0.27,0.14,0.40,0.27,0.30,0.77,0.44,0.24,0.69,0.00,0.00,1959.00,0.36,0.08,0.33,0.00
"Block Group 1, Census Tract 102, Mississippi County, Arkansas",52.50,13.29,0.43,1.00,218,0.41,0.00,0.29,0.11,0.65,0.36,0.51,0.98,0.32,0.16,0.82,0.22,0.04,1979.00,0.37,0.00,0.00,0.00
"Block Group 2, Census Tract 102, Mississippi County, Arkansas",1479.70,1.50,0.52,0.28,650,0.47,0.00,0.15,0.01,0.53,0.18,0.38,0.95,0.30,0.34,0.68,0.07,0.06,1977.00,0.41,0.00,0.20,0.00
"Block Group 3, Census Tract 102, Mississippi County, Arkansas",2457.20,0.19,0.47,1.00,30,0.52,0.00,0.12,0.22,0.57,0.00,0.67,0.85,0.37,0.33,0.92,0.00,0.00,1976.00,0.61,0.10,0.20,0.00
"Block Group 4, Census Tract 102, Mississippi County, Arkansas",4509.20,0.18,0.47,1.00,70,0.11,0.00,0.17,0.27,0.49,0.15,0.00,0.71,0.22,0.37,0.82,0.00,0.00,1972.00,0.19,0.24,0.18,0.00
"Block Group 5, Census Tract 102, Mississippi County, Arkansas",2042.90,0.16,0.68,,31,0.00,0.00,0.10,0.00,0.00,0.38,0.00,0.38,0.62,0.12,0.62,0.00,0.00,1968.00,0.38,0.39,0.51,0.00
"Block Group 1, Census Tract 103, Mississippi County, Arkansas",2077.40,0.32,0.54,1.00,63,0.49,0.33,0.41,0.18,0.00,0.36,0.08,0.59,0.48,0.16,0.31,0.00,0.00,1960.00,0.36,0.43,0.19,0.00
"Block Group 2, Census Tract 103, Mississippi County, Arkansas",280.50,5.38,0.67,1.00,232,0.35,0.26,0.38,0.08,0.31,0.15,0.49,0.53,0.31,0.12,0.57,0.04,0.08,1986.00,0.61,0.31,0.26,0.00
"Block Group 3, Census Tract 103, Mississippi County, Arkansas",1531.60,0.52,0.60,1.00,190,0.24,0.00,0.18,0.06,0.23,0.14,0.36,0.70,0.38,0.12,0.60,0.02,0.00,1957.00,0.40,0.00,0.43,0.00
"Block Group 1, Census Tract 106.01, Mississippi County, Arkansas",1172.60,0.90,0.63,1.00,246,0.68,0.00,0.21,0.02,0.45,0.13,0.82,0.74,0.49,0.30,0.69,0.20,0.13,1953.00,0.22,0.01,0.00,0.00
"Block Group 2, Census Tract 106.01, Mississippi County, Arkansas",1336.90,0.75,0.53,0.00,388,0.80,0.00,0.10,0.00,0.68,0.59,0.55,0.92,0.38,0.32,0.88,0.21,0.26,1974.00,0.39,,0.02,0.00
"Block Group 3, Census Tract 106.01, Mississippi County, Arkansas",1294.40,0.77,0.43,0.26,353,0.77,0.00,0.19,0.01,0.52,0.35,0.27,0.89,0.21,0.26,0.59,0.16,0.31,1978.00,0.23,0.00,0.14,0.00
"Block Group 4, Census Tract 106.01, Mississippi County, Arkansas",1370.00,0.28,0.60,0.34,108,0.41,0.00,0.21,0.06,0.58,0.21,0.02,0.85,0.08,0.23,0.36,0.07,0.07,1967.00,0.43,0.30,0.15,0.00
"Block Group 5, Census Tract 106.01, Mississippi County, Arkansas",6624.60,0.15,0.69,1.00,121,0.35,0.00,0.25,0.17,0.63,0.17,0.36,0.57,0.43,0.11,0.56,0.06,0.06,1969.00,0.56,0.21,0.16,0.00
"Block Group 1, Census Tract 106.02, Mississippi County, Arkansas",110.40,14.74,0.43,0.20,293,0.39,0.00,0.16,0.00,0.66,0.33,0.51,0.93,0.43,0.17,0.82,0.04,0.29,1976.00,0.60,0.00,0.05,0.00
"Block Group 1, Census Tract 107, Mississippi County, Arkansas",18.60,47.84,0.38,0.47,246,0.38,0.00,0.10,0.03,0.61,0.20,0.31,0.77,0.47,0.24,0.79,0.08,0.05,1979.00,0.59,0.20,0.23,0.00
"Block Group 2, Census Tract 107, Mississippi County, Arkansas",13.10,47.88,0.53,0.15,224,0.53,0.03,0.24,0.02,0.23,0.41,0.38,0.89,0.36,0.22,0.58,0.24,0.22,1970.00,0.48,0.00,0.07,0.00
"Block Group 3, Census Tract 107, Mississippi County, Arkansas",6.00,81.93,0.45,0.78,225,0.33,0.00,0.34,0.00,0.28,0.16,0.29,0.62,0.27,0.28,0.57,0.11,0.04,1991.00,0.65,0.00,0.12,0.00
"Block Group 4, Census Tract 107, Mississippi County, Arkansas",31.90,60.46,0.52,0.34,572,0.55,0.09,0.13,0.01,0.73,0.19,0.37,0.96,0.50,0.36,0.75,0.11,0.14,1997.00,0.53,0.06,0.04,0.00
"Block Group 1, Census Tract 108.01, Mississippi County, Arkansas",8.20,67.46,0.45,0.59,166,0.50,0.00,0.24,0.00,0.48,0.27,0.25,0.74,0.42,0.11,0.62,0.08,0.12,1968.00,0.25,0.00,0.11,0.00
"Block Group 2, Census Tract 108.01, Mississippi County, Arkansas",131.10,12.62,0.57,0.50,330,0.37,0.12,0.26,0.05,0.24,0.24,0.48,0.64,0.32,0.27,0.67,0.17,0.09,1976.00,0.35,0.20,0.33,0.00
"Block Group 3, Census Tract 108.01, Mississippi County, Arkansas",13.10,55.93,0.49,0.13,238,0.20,0.00,0.13,0.00,0.27,0.10,0.35,0.82,0.39,0.36,0.70,0.12,0.15,1988.00,0.29,0.00,0.03,0.00
"Block Group 4, Census Tract 108.01, Mississippi County, Arkansas",32.20,13.95,0.44,0.52,159,0.39,0.00,0.31,0.02,0.42,0.25,0.20,0.80,0.19,0.32,0.67,0.12,0.10,1981.00,0.41,0.26,0.16,0.00
"Block Group 1, Census Tract 108.02, Mississippi County, Arkansas",592.90,2.19,0.54,0.53,151,0.18,0.00,0.27,0.07,0.68,0.18,0.28,0.74,0.29,0.24,0.60,0.08,0.11,1976.00,0.37,0.00,0.10,0.00
"Block Group 2, Census Tract 108.02, Mississippi County, Arkansas",304.10,3.63,0.56,0.00,332,0.51,0.00,0.19,0.00,0.61,0.34,0.46,0.86,0.51,0.30,0.79,0.21,0.24,1985.00,0.44,0.61,0.12,0.00
"Block Group 3, Census Tract 108.02, Mississippi County, Arkansas",409.70,2.51,0.52,0.00,270,0.68,0.00,0.07,0.00,0.63,0.19,0.69,0.95,0.64,0.13,1.00,0.14,0.00,1988.00,0.17,0.00,0.00,0.00
"Block Group 1, Census Tract 109, Mississippi County, Arkansas",11.70,84.65,0.34,0.35,223,0.23,0.02,0.27,0.05,0.31,0.21,0.67,0.67,0.45,0.21,0.62,0.14,0.02,1988.00,0.54,0.04,0.02,0.00
"Block Group 2, Census Tract 109, Mississippi County, Arkansas",180.60,3.75,0.40,0.67,81,0.22,0.00,0.21,0.10,0.12,0.11,0.37,0.59,0.50,0.22,0.65,0.09,0.02,1974.00,0.34,0.11,0.24,0.00
"Block Group 3, Census Tract 109, Mississippi County, Arkansas",9.40,80.72,0.30,0.33,160,0.28,0.00,0.37,0.03,0.23,0.02,0.44,0.72,0.24,0.37,0.46,0.00,0.07,1976.00,0.55,0.21,0.20,0.00
"Block Group 1, Census Tract 110, Mississippi County, Arkansas",318.20,3.71,0.46,0.57,223,0.30,0.30,0.29,0.13,0.25,0.33,0.63,0.66,0.30,0.12,0.57,0.02,0.01,1981.00,0.48,0.12,0.10,0.00
"Block Group 2, Census Tract 110, Mississippi County, Arkansas",323.90,0.80,0.55,1.00,76,0.48,0.00,0.55,0.32,0.00,0.24,1.00,0.75,0.25,0.30,0.76,0.25,0.00,1975.00,0.60,0.00,0.00,0.00
"Block Group 3, Census Tract 110, Mississippi County, Arkansas",983.80,0.68,0.51,1.00,71,0.21,0.00,0.19,0.13,0.35,0.06,0.18,0.47,0.11,0.23,0.51,0.00,0.00,1976.00,0.35,0.48,0.46,0.00
"Block Group 4, Census Tract 110, Mississippi County, Arkansas",379.30,3.99,0.55,0.81,185,0.30,0.00,0.21,0.14,0.15,0.13,0.31,0.87,0.38,0.26,0.91,0.11,0.03,1964.00,0.49,0.17,0.23,0.00
"Block Group 1, Census Tract 111, Mississippi County, Arkansas",25.80,15.99,0.52,1.00,149,0.46,0.00,0.23,0.00,0.49,0.28,0.55,0.71,0.16,0.21,0.68,0.35,0.14,1962.00,0.08,0.40,0.18,0.00
"Block Group 2, Census Tract 111, Mississippi County, Arkansas",620.80,4.84,0.48,0.58,501,0.42,0.03,0.24,0.03,0.74,0.17,0.43,0.88,0.54,0.22,0.73,0.02,0.07,1984.00,0.56,0.01,0.10,0.00
"Block Group 1, Census Tract 112, Mississippi County, Arkansas",46.00,24.48,0.48,0.36,310,0.56,0.04,0.24,0.02,0.71,0.21,0.47,0.97,0.46,0.20,0.68,0.06,0.07,1979.00,0.55,0.03,0.13,0.00
"Block Group 2, Census Tract 112, Mississippi County, Arkansas",11.10,89.66,0.50,0.63,204,0.31,0.18,0.34,0.10,0.38,0.09,0.36,0.80,0.32,0.22,0.62,0.11,0.18,1983.00,0.81,0.15,0.22,0.00
"Block Group 1, Census Tract 113, Mississippi County, Arkansas",14.90,35.12,0.45,0.54,110,0.41,0.09,0.11,0.04,0.30,0.10,0.26,0.88,0.58,0.33,0.88,0.29,0.04,1981.00,0.54,0.24,0.23,0.00
"Block Group 2, Census Tract 113, Mississippi County, Arkansas",11.40,104.07,0.46,0.46,323,0.36,0.08,0.32,0.09,0.39,0.19,0.56,0.73,0.28,0.25,0.55,0.05,0.08,1985.00,0.35,0.22,0.09,0.00
"Block Group 1, Census Tract 114, Mississippi County, Arkansas",328.40,2.80,0.51,0.20,157,0.47,0.00,0.42,0.00,0.68,0.08,0.12,0.84,0.47,0.20,0.53,0.15,0.10,1980.00,0.31,0.30,0.13,0.00
"Block Group 2, Census Tract 114, Mississippi County, Arkansas",129.80,4.98,0.51,0.34,194,0.44,0.00,0.35,0.00,0.45,0.14,0.48,0.79,0.25,0.33,0.56,0.00,0.02,1977.00,0.49,0.36,0.13,0.00
"Block Group 3, Census Tract 114, Mississippi County, Arkansas",44.00,4.94,0.79,0.00,0,0.65,1.00,0.19,0.00,,0.64,0.04,0.82,0.01,0.30,0.52,0.00,0.26,1956.00,0.28,0.18,0.00,0.00
"Block Group 1, Census Tract 9501, Monroe County, Arkansas",52.10,8.74,0.42,1.00,89,0.47,0.00,0.47,0.02,0.39,0.15,0.19,0.54,0.22,0.16,0.47,0.06,0.00,1974.00,0.53,0.21,0.35,0.00
"Block Group 2, Census Tract 9501, Monroe County, Arkansas",38.20,18.61,0.68,0.33,150,0.45,0.00,0.13,0.22,0.47,0.25,0.23,0.95,0.29,0.31,0.63,0.29,0.07,1980.00,0.68,0.00,0.04,0.00
"Block Group 3, Census Tract 9501, Monroe County, Arkansas",17.00,75.53,0.49,0.33,315,0.26,0.00,0.37,0.06,0.31,0.28,0.23,0.61,0.19,0.34,0.43,0.07,0.13,1976.00,0.70,0.28,0.14,0.00
"Block Group 4, Census Tract 9501, Monroe County, Arkansas",378.10,1.89,0.48,1.00,242,0.29,0.00,0.20,0.02,0.19,0.10,0.34,0.64,0.14,0.11,0.51,0.13,0.25,1965.00,0.21,0.00,0.20,0.00
"Block Group 1, Census Tract 9502, Monroe County, Arkansas",13.50,106.41,0.52,0.32,340,0.42,0.00,0.30,0.06,0.39,0.33,0.62,0.72,0.24,0.20,0.59,0.14,0.16,1983.00,0.57,0.04,0.08,0.00
"Block Group 2, Census Tract 9502, Monroe County, Arkansas",17.10,43.99,0.55,0.03,188,0.46,0.00,0.26,0.00,0.41,0.40,0.40,0.59,0.14,0.24,0.54,0.10,0.05,1973.00,0.47,0.12,0.13,0.00
"Block Group 1, Census Tract 9503, Monroe County, Arkansas",4.20,182.29,0.56,0.88,198,0.44,0.00,0.26,0.04,0.23,0.21,0.23,0.77,0.35,0.16,0.60,0.09,0.18,1982.00,0.51,0.24,0.24,0.00
"Block Group 2, Census Tract 9503, Monroe County, Arkansas",4.60,170.01,0.45,0.00,269,0.36,0.00,0.29,0.00,0.37,0.15,0.53,0.95,0.12,0.16,0.57,0.20,0.21,1984.00,0.41,0.18,0.00,0.00
"Block Group 1, Census Tract 9530, Montgomery County, Arkansas",11.00,91.99,0.50,0.57,400,0.54,0.00,0.19,0.06,0.57,0.23,0.49,0.72,0.23,0.12,0.76,0.21,0.30,1990.00,0.54,0.24,0.00,0.00
"Block Group 2, Census Tract 9530, Montgomery County, Arkansas",188.90,6.67,0.51,0.05,383,0.57,0.00,0.22,0.02,0.36,0.40,0.39,0.75,0.18,0.19,0.72,0.07,0.34,1991.00,0.37,0.22,0.03,0.00
"Block Group 3, Census Tract 9530, Montgomery County, Arkansas",18.10,23.13,0.46,0.00,152,0.51,0.00,0.10,0.00,0.38,0.51,0.12,0.84,0.23,0.25,0.82,0.20,0.47,1984.00,0.56,0.00,0.00,0.00
"Block Group 4, Census Tract 9530, Montgomery County, Arkansas",12.60,27.92,0.57,0.05,135,0.64,0.00,0.16,0.00,0.42,0.23,0.61,0.79,0.35,0.23,0.74,0.09,0.30,1994.00,0.70,0.00,0.20,0.00
"Block Group 1, Census Tract 9531, Montgomery County, Arkansas",10.10,130.56,0.51,0.28,381,0.53,0.00,0.29,0.03,0.34,0.25,0.38,0.74,0.44,0.25,0.77,0.15,0.22,1982.00,0.39,0.27,0.37,0.00
"Block Group 2, Census Tract 9531, Montgomery County, Arkansas",4.90,140.08,0.51,0.09,284,0.57,0.00,0.31,0.01,0.41,0.38,0.61,0.68,0.18,0.23,0.56,0.16,0.12,1990.00,0.46,0.00,0.06,0.00
"Block Group 1, Census Tract 9532, Montgomery County, Arkansas",14.10,121.66,0.45,0.32,547,0.49,0.00,0.23,0.08,0.44,0.17,0.52,0.75,0.30,0.25,0.78,0.15,0.16,1986.00,0.54,0.00,0.10,0.00
"Block Group 2, Census Tract 9532, Montgomery County, Arkansas",16.70,58.64,0.53,0.24,317,0.43,0.29,0.33,0.08,0.23,0.27,0.51,0.69,0.33,0.23,0.66,0.16,0.09,1982.00,0.41,0.15,0.07,0.00
"Block Group 3, Census Tract 9532, Montgomery County, Arkansas",4.30,179.81,0.46,0.65,322,0.40,0.00,0.38,0.03,0.26,0.21,0.33,0.74,0.28,0.27,0.60,0.12,0.21,1984.00,0.34,0.00,0.35,0.00
"Block Group 1, Census Tract 901, Nevada County, Arkansas",4.50,125.96,0.50,1.00,136,0.22,0.00,0.18,0.02,0.05,0.41,0.42,0.63,0.41,0.27,0.82,0.00,0.18,1982.00,0.47,0.00,0.20,0.00
"Block Group 2, Census Tract 901, Nevada County, Arkansas",11.80,87.35,0.45,0.07,309,0.38,0.00,0.32,0.06,0.32,0.27,0.24,0.85,0.22,0.23,0.71,0.10,0.13,1987.00,0.59,0.00,0.15,0.00
"Block Group 3, Census Tract 901, Nevada County, Arkansas",13.30,67.25,0.40,0.25,271,0.41,0.35,0.24,0.07,0.33,0.17,0.33,0.82,0.40,0.32,0.76,0.15,0.16,1973.00,0.57,0.04,0.12,0.00
"Block Group 1, Census Tract 902, Nevada County, Arkansas",349.90,5.00,0.42,0.51,327,0.37,0.00,0.43,0.02,0.21,0.16,0.48,0.78,0.28,0.18,0.49,0.11,0.03,1961.00,0.37,0.17,0.27,0.00
"Block Group 2, Census Tract 902, Nevada County, Arkansas",147.20,8.09,0.55,0.81,203,0.38,0.00,0.27,0.00,0.30,0.27,0.37,0.57,0.47,0.20,0.68,0.00,0.04,1957.00,0.44,0.58,0.00,0.00
